2015-06-16
Pittsburgh Penguins,Colorado Avalanche,77/100,321/100,72/25
2014-12-18
Vancouver Canucks,Dallas Stars,47/50,31/10,57/25
Minnesota Wild,Boston Bruins,119/100,289/100,47/25
New Jersey Devils,Ottawa Senators,119/100,277/100,49/25
2014-12-17
Arizona Coyotes,Edmonton Oilers,53/50,59/20,211/100
Calgary Flames,New York Rangers,167/100,281/100,27/20
Chicago Blackhawks,Minnesota Wild,9/10,149/50,259/100
Nashville Predators,Boston Bruins,59/50,273/100,101/50
St.Louis Blues,Los Angeles Kings,29/25,141/50,199/100
Winnipeg Jets,Buffalo Sabres,71/100,157/50,333/100
Detroit Red Wings,Columbus Blue Jackets,83/100,299/100,141/50
Florida Panthers,Washington Capitals,181/100,71/25,32/25
Montreal Canadiens,Carolina Hurricanes,3/4,297/100,323/100
Toronto Maple Leafs,Anaheim Ducks,38/25,72/25,37/25
Philadelphia Flyers,Tampa Bay Lightning,71/50,73/25,157/100
2014-12-16
Buffalo Sabres,Ottawa Senators,101/50,277/100,29/25
New York Islanders,New Jersey Devils,79/100,63/20,57/20
Pittsburgh Penguins,Tampa Bay Lightning,131/100,289/100,43/25
2014-12-15
Edmonton Oilers,New York Rangers,54/25,143/50,107/100
Chicago Blackhawks,Calgary Flames,77/100,81/25,72/25
2014-12-14
Toronto Maple Leafs,Los Angeles Kings,39/20,76/25,113/100
San Jose Sharks,Nashville Predators,131/100,69/25,177/100
Colorado Avalanche,St.Louis Blues,231/100,149/50,49/50
Vancouver Canucks,New York Rangers,28/25,141/50,21/10
Dallas Stars,New Jersey Devils,11/10,57/20,211/100
Arizona Coyotes,Minnesota Wild,43/20,71/25,27/25
Buffalo Sabres,Florida Panthers,93/50,281/100,5/4
Columbus Blue Jackets,Pittsburgh Penguins,157/100,287/100,143/100
New York Islanders,Chicago Blackhawks,179/100,73/25,5/4
Toronto Maple Leafs,Detroit Red Wings,143/100,11/4,161/100
Washington Capitals,Tampa Bay Lightning,77/50,277/100,3/2
Winnipeg Jets,Anaheim Ducks,131/100,271/100,181/100
2014-12-13
Boston Bruins,Ottawa Senators,73/100,159/50,157/50
Philadelphia Flyers,Carolina Hurricanes,51/50,289/100,113/50
Edmonton Oilers,Anaheim Ducks,251/100,3/1,91/100
Detroit Red Wings,Florida Panthers,77/100,77/25,301/100
Montreal Canadiens,Los Angeles Kings,23/20,71/25,101/50
Pittsburgh Penguins,Calgary Flames,21/25,307/100,271/100
2014-12-12
San Jose Sharks,Minnesota Wild,123/100,269/100,39/20
Arizona Coyotes,Nashville Predators,56/25,281/100,21/20
Colorado Avalanche,Winnipeg Jets,33/20,141/50,69/50
St.Louis Blues,New York Islanders,99/100,291/100,231/100
Ottawa Senators,Los Angeles Kings,201/100,69/25,59/50
Tampa Bay Lightning,Carolina Hurricanes,73/100,321/100,157/50
Boston Bruins,Chicago Blackhawks,177/100,68/25,33/25
Buffalo Sabres,Calgary Flames,231/100,293/100,49/50
Philadelphia Flyers,New Jersey Devils,31/25,277/100,47/25
Washington Capitals,Columbus Blue Jackets,43/50,59/20,11/4
e.fn.e.init[58]
2014-12-11
Anaheim Ducks,Edmonton Oilers,31/50,7/2,71/20
Detroit Red Wings,Toronto Maple Leafs,81/100,31/10,281/100
2014-12-10
San Jose Sharks,Edmonton Oilers,71/100,169/50,77/25
Colorado Avalanche,Nashville Predators,213/100,73/25,53/50
Dallas Stars,Winnipeg Jets,61/50,71/25,189/100
Minnesota Wild,New York Islanders,31/25,11/4,47/25
Buffalo Sabres,Los Angeles Kings,151/50,157/50,19/25
Montreal Canadiens,Vancouver Canucks,5/4,277/100,37/20
Tampa Bay Lightning,Washington Capitals,93/100,29/10,253/100
Toronto Maple Leafs,Calgary Flames,111/100,29/10,207/100
Columbus Blue Jackets,Philadelphia Flyers,33/25,71/25,43/25
New Jersey Devils,Chicago Blackhawks,73/25,303/100,4/5
2014-12-09
St.Louis Blues,Florida Panthers,81/100,77/25,283/100
Carolina Hurricanes,New Jersey Devils,3/2,137/50,39/25
New York Rangers,Pittsburgh Penguins,121/100,143/50,187/100
2014-12-08
Edmonton Oilers,San Jose Sharks,213/100,76/25,103/100
Ottawa Senators,Vancouver Canucks,39/20,143/50,117/100
2014-12-07
Carolina Hurricanes,Detroit Red Wings,39/20,283/100,6/5
Winnipeg Jets,Anaheim Ducks,8/5,71/25,143/100
Calgary Flames,San Jose Sharks,37/25,137/50,79/50
Arizona Coyotes,Boston Bruins,49/25,139/50,119/100
Dallas Stars,Montreal Canadiens,32/25,137/50,37/20
Detroit Red Wings,New York Rangers,107/100,283/100,217/100
Florida Panthers,Buffalo Sabres,79/100,311/100,293/100
Nashville Predators,Chicago Blackhawks,7/5,269/100,169/100
New Jersey Devils,Washington Capitals,81/50,131/50,151/100
Tampa Bay Lightning,Columbus Blue Jackets,63/100,343/100,359/100
Toronto Maple Leafs,Vancouver Canucks,171/100,141/50,133/100
2014-12-06
Los Angeles Kings,Philadelphia Flyers,77/100,31/10,3/1
New York Islanders,St.Louis Blues,67/50,57/20,17/10
Pittsburgh Penguins,Ottawa Senators,83/100,157/50,271/100
Chicago Blackhawks,Montreal Canadiens,81/100,149/50,291/100
Minnesota Wild,Anaheim Ducks,32/25,71/25,177/100
Winnipeg Jets,Colorado Avalanche,27/25,72/25,53/25
2014-12-05
San Jose Sharks,Boston Bruins,129/100,281/100,179/100
Arizona Coyotes,Los Angeles Kings,2/1,277/100,117/100
Calgary Flames,Colorado Avalanche,109/100,3/1,101/50
Nashville Predators,St.Louis Blues,28/25,277/100,53/25
Detroit Red Wings,Dallas Stars,22/25,151/50,13/5
Florida Panthers,Columbus Blue Jackets,117/100,71/25,197/100
Ottawa Senators,New York Islanders,9/5,11/4,13/10
Tampa Bay Lightning,Buffalo Sabres,43/100,407/100,103/20
Toronto Maple Leafs,New Jersey Devils,43/50,303/100,263/100
Carolina Hurricanes,Washington Capitals,17/10,139/50,137/100
Pittsburgh Penguins,Vancouver Canucks,28/25,73/25,99/50
2014-12-04
Anaheim Ducks,Philadelphia Flyers,7/10,167/50,159/50
Winnipeg Jets,Edmonton Oilers,89/100,3/1,64/25
Chicago Blackhawks,St.Louis Blues,21/20,287/100,219/100
Minnesota Wild,Montreal Canadiens,121/100,283/100,189/100
2014-12-03
Los Angeles Kings,Boston Bruins,107/100,283/100,109/50
e.fn.e.init[59]
2014-12-03
San Jose Sharks,Philadelphia Flyers,17/20,301/100,273/100
Calgary Flames,Arizona Coyotes,1/1,283/100,119/50
Buffalo Sabres,Tampa Bay Lightning,57/20,3/1,81/100
Detroit Red Wings,Florida Panthers,37/50,313/100,63/20
Toronto Maple Leafs,Dallas Stars,59/50,293/100,47/25
Carolina Hurricanes,Nashville Predators,201/100,69/25,117/100
New York Islanders,Ottawa Senators,87/100,151/50,131/50
Pittsburgh Penguins,New Jersey Devils,71/100,323/100,16/5
Washington Capitals,Vancouver Canucks,73/50,283/100,157/100
2014-12-02
Anaheim Ducks,Boston Bruins,31/25,283/100,37/20
Edmonton Oilers,Arizona Coyotes,149/100,283/100,38/25
Colorado Avalanche,Montreal Canadiens,79/50,71/25,143/100
Columbus Blue Jackets,Florida Panthers,131/100,14/5,44/25
New York Rangers,Tampa Bay Lightning,71/50,277/100,41/25
2014-11-30
Detroit Red Wings,Vancouver Canucks,5/4,139/50,187/100
San Jose Sharks,Anaheim Ducks,59/50,139/50,2/1
Arizona Coyotes,Calgary Flames,139/100,68/25,169/100
Los Angeles Kings,Chicago Blackhawks,32/25,53/20,189/100
Colorado Avalanche,Dallas Stars,113/100,283/100,207/100
Minnesota Wild,St.Louis Blues,69/50,66/25,87/50
Nashville Predators,Columbus Blue Jackets,67/100,33/10,86/25
Carolina Hurricanes,Pittsburgh Penguins,53/20,77/25,43/50
Montreal Canadiens,Buffalo Sabres,51/100,359/100,116/25
New York Islanders,New Jersey Devils,87/100,3/1,53/20
Tampa Bay Lightning,Ottawa Senators,71/100,63/20,163/50
Toronto Maple Leafs,Washington Capitals,109/100,143/50,213/100
2014-11-29
New York Rangers,Philadelphia Flyers,9/10,73/25,261/100
Dallas Stars,Minnesota Wild,71/50,139/50,163/100
St.Louis Blues,Edmonton Oilers,11/20,189/50,96/25
Florida Panthers,Ottawa Senators,77/50,68/25,38/25
Boston Bruins,Winnipeg Jets,97/100,72/25,241/100
Buffalo Sabres,Montreal Canadiens,74/25,309/100,39/50
Columbus Blue Jackets,Vancouver Canucks,97/50,287/100,29/25
New Jersey Devils,Detroit Red Wings,89/50,137/50,131/100
Pittsburgh Penguins,Carolina Hurricanes,31/50,339/100,89/25
2014-11-28
Washington Capitals,New York Islanders,141/100,291/100,159/100
Anaheim Ducks,Chicago Blackhawks,38/25,68/25,157/100
Philadelphia Flyers,New York Rangers,71/50,287/100,161/100
Nashville Predators,Edmonton Oilers,17/25,82/25,67/20
2014-11-27
San Jose Sharks,Calgary Flames,41/50,31/10,14/5
Colorado Avalanche,Chicago Blackhawks,131/50,149/50,22/25
Minnesota Wild,Los Angeles Kings,29/25,57/20,99/50
Detroit Red Wings,Philadelphia Flyers,91/100,303/100,249/100
Florida Panthers,Carolina Hurricanes,33/25,71/25,173/100
Pittsburgh Penguins,Toronto Maple Leafs,19/25,163/50,289/100
Tampa Bay Lightning,New York Rangers,53/50,293/100,53/25
Buffalo Sabres,Winnipeg Jets,223/100,287/100,26/25
New York Islanders,Washington Capitals,21/20,149/50,211/100
2014-11-26
Anaheim Ducks,Calgary Flames,22/25,78/25,129/50
Vancouver Canucks,New Jersey Devils,51/50,74/25,111/50
e.fn.e.init[57]
2014-11-26
Arizona Coyotes,Colorado Avalanche,127/100,57/20,9/5
Dallas Stars,Edmonton Oilers,83/100,153/50,279/100
Nashville Predators,Los Angeles Kings,33/25,141/50,87/50
St.Louis Blues,Ottawa Senators,69/100,161/50,86/25
Columbus Blue Jackets,Winnipeg Jets,147/100,139/50,159/100
2014-11-25
Detroit Red Wings,Ottawa Senators,99/100,301/100,227/100
Florida Panthers,Minnesota Wild,37/20,273/100,5/4
Boston Bruins,Pittsburgh Penguins,91/50,57/20,127/100
New York Islanders,Philadelphia Flyers,101/100,303/100,43/20
2014-11-24
Vancouver Canucks,Chicago Blackhawks,33/20,71/25,69/50
Anaheim Ducks,Arizona Coyotes,71/100,33/10,63/20
New York Rangers,Montreal Canadiens,117/100,14/5,193/100
2014-11-23
Winnipeg Jets,St.Louis Blues,87/50,68/25,34/25
San Jose Sharks,Arizona Coyotes,22/25,147/50,269/100
Calgary Flames,New Jersey Devils,109/100,277/100,43/20
Edmonton Oilers,Chicago Blackhawks,129/50,63/20,43/50
Colorado Avalanche,Carolina Hurricanes,31/25,273/100,191/100
Dallas Stars,Los Angeles Kings,7/4,64/25,143/100
Nashville Predators,Florida Panthers,83/100,72/25,279/100
Boston Bruins,Montreal Canadiens,139/100,53/20,43/25
New York Islanders,Pittsburgh Penguins,177/100,29/10,63/50
Philadelphia Flyers,Columbus Blue Jackets,89/100,153/50,127/50
Tampa Bay Lightning,Minnesota Wild,28/25,72/25,207/100
Toronto Maple Leafs,Detroit Red Wings,38/25,11/4,153/100
Washington Capitals,Buffalo Sabres,13/25,359/100,429/100
2014-11-22
Ottawa Senators,St.Louis Blues,109/50,11/4,11/10
Edmonton Oilers,New Jersey Devils,149/100,129/50,167/100
Columbus Blue Jackets,Boston Bruins,17/10,59/20,13/10
Pittsburgh Penguins,New York Islanders,23/25,307/100,121/50
2014-11-21
Los Angeles Kings,Carolina Hurricanes,37/50,317/100,31/10
San Jose Sharks,Florida Panthers,89/100,293/100,131/50
Vancouver Canucks,Anaheim Ducks,181/100,68/25,131/100
Calgary Flames,Chicago Blackhawks,56/25,293/100,101/100
Colorado Avalanche,Washington Capitals,159/100,263/100,38/25
Dallas Stars,Arizona Coyotes,101/100,147/50,227/100
Winnipeg Jets,Detroit Red Wings,73/50,139/50,159/100
Montreal Canadiens,St.Louis Blues,43/25,261/100,139/100
Ottawa Senators,Nashville Predators,169/100,261/100,36/25
Toronto Maple Leafs,Tampa Bay Lightning,177/100,301/100,6/5
Philadelphia Flyers,Minnesota Wild,9/5,72/25,31/25
2014-11-20
Edmonton Oilers,Vancouver Canucks,39/20,14/5,6/5
New York Rangers,Philadelphia Flyers,28/25,143/50,41/20
2014-11-19
Los Angeles Kings,Florida Panthers,79/100,309/100,29/10
Arizona Coyotes,Washington Capitals,33/20,279/100,71/50
Calgary Flames,Anaheim Ducks,87/50,277/100,67/50
Dallas Stars,Carolina Hurricanes,93/100,73/25,247/100
Winnipeg Jets,New Jersey Devils,131/100,269/100,179/100
Buffalo Sabres,San Jose Sharks,339/100,323/100,69/100
Montreal Canadiens,Pittsburgh Penguins,17/10,277/100,137/100
Toronto Maple Leafs,Nashville Predators,37/25,68/25,79/50
e.fn.e.init[58]
2014-11-19
Boston Bruins,St.Louis Blues,8/5,67/25,149/100
Columbus Blue Jackets,Detroit Red Wings,43/25,141/50,67/50
New York Islanders,Tampa Bay Lightning,31/25,59/20,7/4
2014-11-18
New York Rangers,Tampa Bay Lightning,37/25,287/100,153/100
2014-11-17
Edmonton Oilers,Arizona Coyotes,131/100,57/20,87/50
Anaheim Ducks,Florida Panthers,79/100,13/4,279/100
Chicago Blackhawks,Dallas Stars,18/25,321/100,157/50
Detroit Red Wings,Montreal Canadiens,101/100,29/10,229/100
2014-11-16
Carolina Hurricanes,San Jose Sharks,89/50,14/5,13/10
Minnesota Wild,Winnipeg Jets,19/20,139/50,64/25
Calgary Flames,Ottawa Senators,139/100,29/10,159/100
St.Louis Blues,Washington Capitals,43/50,301/100,271/100
Buffalo Sabres,Toronto Maple Leafs,281/100,327/100,39/50
Columbus Blue Jackets,San Jose Sharks,53/25,14/5,11/10
Montreal Canadiens,Philadelphia Flyers,49/50,59/20,59/25
Nashville Predators,Winnipeg Jets,21/20,277/100,23/10
New Jersey Devils,Colorado Avalanche,147/100,67/25,159/100
Pittsburgh Penguins,New York Rangers,89/100,77/25,249/100
Tampa Bay Lightning,New York Islanders,24/25,299/100,117/50
2014-11-15
Los Angeles Kings,Anaheim Ducks,61/50,273/100,197/100
Dallas Stars,Minnesota Wild,34/25,133/50,44/25
Boston Bruins,Carolina Hurricanes,77/100,323/100,73/25
Vancouver Canucks,Arizona Coyotes,18/25,79/25,313/100
Detroit Red Wings,Chicago Blackhawks,177/100,69/25,133/100
Florida Panthers,New York Islanders,173/100,72/25,13/10
Toronto Maple Leafs,Pittsburgh Penguins,101/50,293/100,111/100
Philadelphia Flyers,Columbus Blue Jackets,77/100,161/50,72/25
Washington Capitals,New Jersey Devils,49/50,139/50,49/20
2014-11-14
Los Angeles Kings,Dallas Stars,107/100,143/50,107/50
Edmonton Oilers,Ottawa Senators,167/100,279/100,139/100
Calgary Flames,Arizona Coyotes,6/5,73/25,187/100
Minnesota Wild,Buffalo Sabres,11/25,77/20,129/25
St.Louis Blues,Nashville Predators,99/100,71/25,237/100
Montreal Canadiens,Boston Bruins,67/50,141/50,173/100
Tampa Bay Lightning,San Jose Sharks,23/20,147/50,97/50
Carolina Hurricanes,Winnipeg Jets,139/100,281/100,81/50
New York Rangers,Colorado Avalanche,93/100,153/50,12/5
2014-11-13
Anaheim Ducks,Los Angeles Kings,143/100,69/25,163/100
Toronto Maple Leafs,Boston Bruins,177/100,143/50,32/25
2014-11-12
Vancouver Canucks,Ottawa Senators,51/50,277/100,47/20
Arizona Coyotes,Dallas Stars,8/5,69/25,73/50
Chicago Blackhawks,Tampa Bay Lightning,21/20,143/50,54/25
Nashville Predators,Edmonton Oilers,83/100,59/20,29/10
St.Louis Blues,Buffalo Sabres,39/100,423/100,563/100
Florida Panthers,San Jose Sharks,58/25,283/100,51/50
Montreal Canadiens,Winnipeg Jets,21/20,72/25,111/50
New Jersey Devils,Minnesota Wild,7/4,27/10,27/20
New York Islanders,Colorado Avalanche,28/25,147/50,201/100
New York Rangers,Pittsburgh Penguins,41/20,299/100,27/25
Washington Capitals,Columbus Blue Jackets,77/100,309/100,297/100
e.fn.e.init[58]
2014-11-11
Boston Bruins,New Jersey Devils,43/50,293/100,69/25
Carolina Hurricanes,Calgary Flames,29/20,14/5,157/100
2014-11-10
Anaheim Ducks,Vancouver Canucks,19/20,303/100,47/20
Chicago Blackhawks,San Jose Sharks,47/50,287/100,5/2
2014-11-09
Detroit Red Wings,Tampa Bay Lightning,131/100,69/25,177/100
New York Rangers,Edmonton Oilers,81/100,153/50,143/50
Ottawa Senators,Toronto Maple Leafs,61/50,283/100,47/25
Los Angeles Kings,Vancouver Canucks,59/50,53/20,103/50
Arizona Coyotes,New York Islanders,17/10,71/25,27/20
Dallas Stars,San Jose Sharks,31/20,69/25,151/100
St.Louis Blues,Nashville Predators,24/25,69/25,5/2
Washington Capitals,Carolina Hurricanes,47/50,149/50,61/25
Buffalo Sabres,Pittsburgh Penguins,491/100,39/10,9/20
Columbus Blue Jackets,Tampa Bay Lightning,13/5,3/1,22/25
Montreal Canadiens,Minnesota Wild,137/100,269/100,7/4
Ottawa Senators,Winnipeg Jets,13/10,281/100,89/50
Philadelphia Flyers,Colorado Avalanche,11/10,3/1,199/100
Toronto Maple Leafs,New York Rangers,27/20,57/20,169/100
2014-11-08
Florida Panthers,Calgary Flames,73/50,68/25,163/100
Anaheim Ducks,Arizona Coyotes,79/100,63/20,287/100
Chicago Blackhawks,Washington Capitals,21/25,153/50,271/100
Detroit Red Wings,New Jersey Devils,9/10,29/10,66/25
Buffalo Sabres,Edmonton Oilers,171/100,269/100,7/5
Carolina Hurricanes,Columbus Blue Jackets,111/100,68/25,11/5
2014-11-07
Los Angeles Kings,New York Islanders,9/10,61/20,251/100
San Jose Sharks,Vancouver Canucks,23/20,29/10,49/25
Colorado Avalanche,Toronto Maple Leafs,131/100,149/50,167/100
Dallas Stars,Nashville Predators,117/100,289/100,97/50
St.Louis Blues,New Jersey Devils,89/100,71/25,27/10
Winnipeg Jets,Pittsburgh Penguins,229/100,299/100,1/1
Ottawa Senators,Minnesota Wild,81/50,137/50,29/20
Tampa Bay Lightning,Calgary Flames,43/50,77/25,66/25
Boston Bruins,Edmonton Oilers,69/100,82/25,67/20
Philadelphia Flyers,Florida Panthers,1/1,149/50,56/25
2014-11-06
Anaheim Ducks,New York Islanders,99/100,303/100,223/100
New York Rangers,Detroit Red Wings,71/50,139/50,33/20
Buffalo Sabres,Montreal Canadiens,127/50,153/50,89/100
2014-11-05
Arizona Coyotes,Toronto Maple Leafs,151/100,141/50,151/100
Colorado Avalanche,Vancouver Canucks,133/100,281/100,173/100
Dallas Stars,Los Angeles Kings,7/5,273/100,169/100
Minnesota Wild,Pittsburgh Penguins,36/25,137/50,81/50
Winnipeg Jets,Nashville Predators,151/100,267/100,157/100
Montreal Canadiens,Chicago Blackhawks,179/100,281/100,32/25
New Jersey Devils,St.Louis Blues,38/25,27/10,39/25
Ottawa Senators,Detroit Red Wings,91/50,141/50,127/100
Boston Bruins,Florida Panthers,3/4,79/25,77/25
Columbus Blue Jackets,Carolina Hurricanes,129/100,273/100,91/50
Philadelphia Flyers,Edmonton Oilers,9/10,151/50,251/100
Washington Capitals,Calgary Flames,19/20,143/50,5/2
2014-11-04
New York Rangers,St.Louis Blues,7/4,143/50,13/10
e.fn.e.init[58]
2014-11-03
Vancouver Canucks,Nashville Predators,131/100,283/100,173/100
Chicago Blackhawks,Winnipeg Jets,63/100,337/100,357/100
Colorado Avalanche,Anaheim Ducks,43/25,289/100,131/100
Montreal Canadiens,Calgary Flames,43/50,309/100,67/25
Washington Capitals,Arizona Coyotes,4/5,153/50,279/100
2014-11-02
Buffalo Sabres,Detroit Red Wings,207/50,83/25,59/100
Carolina Hurricanes,Los Angeles Kings,261/100,291/100,91/100
San Jose Sharks,New York Islanders,101/100,289/100,117/50
Edmonton Oilers,Vancouver Canucks,193/100,131/50,63/50
Minnesota Wild,Dallas Stars,93/100,301/100,237/100
St.Louis Blues,Colorado Avalanche,51/50,14/5,47/20
2014-11-01
Boston Bruins,Ottawa Senators,91/100,299/100,251/100
Carolina Hurricanes,Arizona Coyotes,161/100,281/100,143/100
Florida Panthers,Philadelphia Flyers,83/50,14/5,139/100
New Jersey Devils,Columbus Blue Jackets,79/100,293/100,301/100
New York Rangers,Winnipeg Jets,99/100,289/100,117/50
Pittsburgh Penguins,Buffalo Sabres,39/100,433/100,559/100
Tampa Bay Lightning,Washington Capitals,113/100,141/50,103/50
Toronto Maple Leafs,Chicago Blackhawks,237/100,77/25,47/50
Calgary Flames,Nashville Predators,177/100,283/100,32/25
Dallas Stars,Anaheim Ducks,133/100,73/25,42/25
2014-10-31
Detroit Red Wings,Los Angeles Kings,129/100,11/4,183/100
Columbus Blue Jackets,Toronto Maple Leafs,171/100,279/100,69/50
Vancouver Canucks,Montreal Canadiens,31/25,27/10,193/100
Colorado Avalanche,New York Islanders,31/25,139/50,47/25
Minnesota Wild,San Jose Sharks,67/50,53/20,181/100
St.Louis Blues,Anaheim Ducks,37/25,141/50,77/50
2014-10-30
Florida Panthers,Arizona Coyotes,71/50,57/20,8/5
Ottawa Senators,Chicago Blackhawks,41/20,147/50,109/100
Tampa Bay Lightning,Philadelphia Flyers,97/100,151/50,229/100
Buffalo Sabres,Boston Bruins,337/100,333/100,33/50
New Jersey Devils,Winnipeg Jets,117/100,291/100,191/100
Pittsburgh Penguins,Los Angeles Kings,99/100,149/50,229/100
Edmonton Oilers,Nashville Predators,8/5,287/100,7/5
2014-10-29
Washington Capitals,Detroit Red Wings,63/50,273/100,189/100
Vancouver Canucks,Carolina Hurricanes,17/25,169/50,321/100
Calgary Flames,Montreal Canadiens,81/50,68/25,36/25
Colorado Avalanche,San Jose Sharks,159/100,72/25,141/100
Chicago Blackhawks,Anaheim Ducks,26/25,297/100,109/50
Dallas Stars,St.Louis Blues,36/25,69/25,161/100
2014-10-28
Tampa Bay Lightning,Arizona Coyotes,19/20,76/25,47/20
Toronto Maple Leafs,Buffalo Sabres,69/100,331/100,13/4
Boston Bruins,Minnesota Wild,99/100,289/100,121/50
Columbus Blue Jackets,Ottawa Senators,29/20,137/50,81/50
New York Islanders,Winnipeg Jets,89/100,311/100,5/2
Philadelphia Flyers,Los Angeles Kings,17/10,139/50,67/50
Pittsburgh Penguins,New Jersey Devils,4/5,323/100,279/100
Edmonton Oilers,Montreal Canadiens,47/25,74/25,6/5
2014-10-27
New York Rangers,Minnesota Wild,7/5,14/5,167/100
Vancouver Canucks,Washington Capitals,11/10,61/20,203/100
e.fn.e.init[58]
2014-10-27
Anaheim Ducks,San Jose Sharks,19/20,76/25,59/25
2014-10-26
Chicago Blackhawks,Ottawa Senators,19/25,82/25,147/50
Los Angeles Kings,Columbus Blue Jackets,43/50,151/50,27/10
Winnipeg Jets,Colorado Avalanche,167/100,289/100,133/100
Calgary Flames,Washington Capitals,7/4,14/5,133/100
Arizona Coyotes,Florida Panthers,28/25,3/1,209/100
Minnesota Wild,Tampa Bay Lightning,99/100,151/50,129/50
Nashville Predators,Pittsburgh Penguins,167/100,33/10,34/25
St.Louis Blues,Chicago Blackhawks,8/5,297/100,153/100
Montreal Canadiens,New York Rangers,121/100,287/100,48/25
New York Islanders,Dallas Stars,61/50,29/10,93/50
Ottawa Senators,New Jersey Devils,57/50,287/100,41/20
Philadelphia Flyers,Detroit Red Wings,149/100,143/50,77/50
Toronto Maple Leafs,Boston Bruins,163/100,57/20,71/50
2014-10-25
San Jose Sharks,Buffalo Sabres,43/100,98/25,133/25
Anaheim Ducks,Columbus Blue Jackets,77/100,161/50,289/100
Edmonton Oilers,Carolina Hurricanes,99/100,61/20,227/100
Colorado Avalanche,Vancouver Canucks,111/100,149/50,101/50
Winnipeg Jets,Tampa Bay Lightning,41/25,283/100,69/50
New Jersey Devils,Dallas Stars,67/50,299/100,41/25
2014-10-24
Los Angeles Kings,Buffalo Sabres,23/50,377/100,539/100
San Jose Sharks,Columbus Blue Jackets,87/100,159/50,64/25
Calgary Flames,Carolina Hurricanes,49/50,31/10,57/25
Minnesota Wild,Arizona Coyotes,43/50,313/100,27/10
Nashville Predators,Chicago Blackhawks,183/100,3/1,121/100
St.Louis Blues,Vancouver Canucks,101/100,149/50,57/25
Detroit Red Wings,Pittsburgh Penguins,41/25,149/50,34/25
Boston Bruins,New York Islanders,91/100,319/100,243/100
2014-10-23
Anaheim Ducks,Buffalo Sabres,9/20,193/50,101/20
Edmonton Oilers,Washington Capitals,41/20,151/50,109/100
Pittsburgh Penguins,Philadelphia Flyers,67/100,341/100,167/50
2014-10-22
Calgary Flames,Tampa Bay Lightning,143/100,289/100,31/20
Colorado Avalanche,Florida Panthers,23/25,299/100,64/25
Chicago Blackhawks,Philadelphia Flyers,39/50,163/50,289/100
Dallas Stars,Vancouver Canucks,61/50,73/25,93/50
Nashville Predators,Arizona Coyotes,51/50,311/100,111/50
Winnipeg Jets,Carolina Hurricanes,51/50,78/25,107/50
Montreal Canadiens,Detroit Red Wings,111/100,74/25,197/100
Boston Bruins,San Jose Sharks,123/100,59/20,187/100
New Jersey Devils,New York Rangers,137/100,283/100,17/10
New York Islanders,Toronto Maple Leafs,21/20,307/100,53/25
2014-10-21
Edmonton Oilers,Tampa Bay Lightning,229/100,327/100,93/100
2014-10-20
Anaheim Ducks,St.Louis Blues,61/50,291/100,189/100
Winnipeg Jets,Calgary Flames,27/25,3/1,209/100
2014-10-19
New York Rangers,San Jose Sharks,143/100,287/100,159/100
Los Angeles Kings,Minnesota Wild,109/100,72/25,209/100
Vancouver Canucks,Tampa Bay Lightning,153/100,72/25,37/25
Arizona Coyotes,St.Louis Blues,189/100,72/25,123/100
Chicago Blackhawks,Nashville Predators,17/25,7/2,13/4
Dallas Stars,Philadelphia Flyers,99/100,153/50,227/100
e.fn.e.init[59]
2014-10-19
Buffalo Sabres,Boston Bruins,63/20,167/50,71/100
Detroit Red Wings,Toronto Maple Leafs,5/4,147/50,9/5
Montreal Canadiens,Colorado Avalanche,97/100,309/100,58/25
New Jersey Devils,San Jose Sharks,41/25,71/25,139/100
Ottawa Senators,Columbus Blue Jackets,63/50,29/10,91/50
Pittsburgh Penguins,New York Islanders,19/20,159/50,231/100
Washington Capitals,Florida Panthers,73/100,84/25,77/25
2014-10-18
Anaheim Ducks,Minnesota Wild,117/100,3/1,191/100
Edmonton Oilers,Vancouver Canucks,209/100,74/25,27/25
Winnipeg Jets,Nashville Predators,67/50,73/25,33/20
Toronto Maple Leafs,Detroit Red Wings,69/50,72/25,33/20
Buffalo Sabres,Florida Panthers,33/20,279/100,141/100
Columbus Blue Jackets,Calgary Flames,21/25,79/25,267/100
2014-10-17
Los Angeles Kings,St.Louis Blues,63/50,143/50,37/20
Montreal Canadiens,Boston Bruins,137/100,141/50,43/25
Ottawa Senators,Colorado Avalanche,29/20,291/100,39/25
New York Islanders,San Jose Sharks,33/20,297/100,27/20
New York Rangers,Carolina Hurricanes,17/25,86/25,163/50
Pittsburgh Penguins,Dallas Stars,87/100,329/100,127/50
Washington Capitals,New Jersey Devils,127/100,57/20,91/50
2014-10-16
Arizona Coyotes,Edmonton Oilers,41/50,13/4,273/100
Chicago Blackhawks,Calgary Flames,53/100,189/50,429/100
Detroit Red Wings,Boston Bruins,43/25,291/100,34/25
2014-10-15
Los Angeles Kings,Edmonton Oilers,13/20,181/50,337/100
Nashville Predators,Calgary Flames,22/25,323/100,247/100
Carolina Hurricanes,Buffalo Sabres,89/100,311/100,51/20
Tampa Bay Lightning,New Jersey Devils,32/25,149/50,43/25
Toronto Maple Leafs,Colorado Avalanche,139/100,74/25,79/50
Columbus Blue Jackets,Dallas Stars,131/100,74/25,171/100
New York Rangers,New York Islanders,61/50,151/50,181/100
Philadelphia Flyers,Anaheim Ducks,42/25,149/50,133/100
